transaction_id,amount,hour_of_day,day_of_week,merchant_category,transaction_type,distance_from_home,distance_from_last_txn,avg_daily_transactions,velocity_last_hour,failed_attempts_24h,account_age_days,is_international,is_fraud
TXN006096,46.29,6,5,travel,online,21.4,7.6,1.0,1.0,0,2464,0,0
TXN006097,14.94,6,4,clothing,contactless,6.9,10.6,0.0,0.0,0,1094,0,0
TXN006098,69.62,11,1,travel,card_present,21.7,10.8,4.0,1.0,0,838,0,0
TXN006099,43.15,7,1,grocery,card_present,8.4,5.3,3.0,0.0,0,540,0,0
TXN006100,184.41,18,4,travel,contactless,8.6,3.8,5.0,0.0,0,3585,0,0
TXN006101,83.78,16,6,online,online,24.1,11.8,3.0,1.0,0,1835,0,0
TXN006102,7.87,19,0,clothing,card_present,19.2,3.8,4.0,1.0,0,3172,0,0
TXN006103,29.85,11,4,clothing,card_present,3.8,7.8,2.0,1.0,0,2163,0,0
TXN006104,17.19,21,5,electronics,online,11.6,16.8,4.0,0.0,0,325,0,0
TXN006105,734.23,12,6,gas,online,12.2,3.7,8.0,1.0,1,1244,0,0
TXN006106,25.35,9,0,grocery,card_present,5.8,2.7,4.0,2.0,0,668,1,0
TXN006107,890.88,16,1,gas,card_present,19.4,25.5,3.0,1.0,0,2465,1,0
TXN006108,29.6,14,2,restaurant,card_present,40.2,12.4,4.0,0.0,0,1987,0,0
TXN006109,369.7,19,1,travel,contactless,19.3,5.9,7.0,0.0,0,488,0,0
TXN006110,187.88,18,2,grocery,online,2.8,4.1,4.0,1.0,0,2376,0,0
TXN006111,167.21,9,5,online,online,15.8,4.8,3.0,0.0,0,1640,1,0
TXN006112,12.18,7,4,clothing,card_present,14.2,7.3,2.0,1.0,0,2039,0,0
TXN006113,51.1,16,3,travel,card_present,20.1,10.6,4.0,1.0,1,550,0,0
TXN006114,20.2,11,3,clothing,online,0.8,7.5,5.0,1.0,0,3612,1,0
TXN006115,445.73,20,1,clothing,card_present,34.0,6.6,0.0,0.0,0,265,0,0
TXN006116,54.47,19,2,electronics,card_present,16.8,5.1,4.0,1.0,1,1593,0,0
TXN006117,27.65,17,2,gas,online,9.8,5.7,5.0,0.0,0,2712,0,0
TXN006118,16.07,15,4,online,card_present,31.5,6.8,3.0,2.0,1,2663,0,0
TXN006119,6528.67,23,5,jewelry,online,346.9,303.1,4.0,7.0,2,30,1,1
TXN006120,133.57,7,1,travel,card_present,8.1,9.5,2.0,3.0,0,412,0,0
TXN006121,52.05,13,2,clothing,card_present,15.7,10.3,3.0,2.0,0,1801,0,0
TXN006122,12.41,19,0,grocery,online,28.2,8.0,2.0,1.0,0,688,0,0
TXN006123,70.21,20,5,electronics,card_present,16.3,3.0,3.0,1.0,0,2169,0,0
TXN006124,33.06,8,5,gas,card_present,1.9,7.0,1.0,1.0,0,795,0,0
TXN006125,6.34,16,4,clothing,card_present,6.6,14.4,5.0,2.0,0,2315,1,0
TXN006126,806.77,15,5,restaurant,card_present,28.9,9.0,5.0,1.0,0,649,0,0
TXN006127,130.62,21,6,electronics,card_present,2.9,20.6,2.0,3.0,0,953,0,0
TXN006128,98.54,18,1,gas,online,4.9,4.0,1.0,1.0,0,294,0,0
TXN006129,778.36,3,2,online,online,170.4,84.1,9.0,5.0,1,29,1,1
TXN006130,45.42,22,5,restaurant,card_present,4.3,12.5,4.0,0.0,0,2832,0,0
TXN006131,16.2,19,0,travel,online,7.2,18.1,3.0,2.0,0,171,1,0
TXN006132,29.56,9,0,electronics,card_present,0.5,26.2,3.0,1.0,0,821,1,0
TXN006133,15.81,10,1,travel,card_present,13.4,17.2,4.0,2.0,0,717,0,0
TXN006134,114.96,8,1,clothing,online,14.8,8.3,4.0,1.0,0,2224,1,0
TXN006135,88.47,17,4,electronics,card_present,8.6,3.4,1.0,3.0,1,3525,0,0
TXN006136,63.54,13,1,travel,online,5.3,8.3,2.0,0.0,0,191,0,0
TXN006137,156.42,15,6,clothing,online,28.4,0.1,1.0,1.0,0,2531,1,0
TXN006138,289.23,8,4,grocery,online,36.3,6.2,2.0,0.0,0,3628,0,0
TXN006139,115.74,10,1,gas,card_present,0.9,15.9,3.0,1.0,0,1743,0,0
TXN006140,213.41,13,4,clothing,online,20.8,5.7,2.0,0.0,1,1823,0,0
TXN006141,73.5,8,6,gas,card_present,13.7,1.0,3.0,0.0,1,515,0,0
TXN006142,2768.99,18,5,gas,card_present,8.7,7.0,2.0,0.0,0,3111,0,0
TXN006143,16.44,17,5,travel,card_present,2.8,8.9,2.0,0.0,0,371,0,0
TXN006144,20.77,14,4,grocery,card_present,10.7,1.2,4.0,0.0,0,424,0,0
TXN006145,59.22,16,0,travel,contactless,10.3,1.6,5.0,1.0,0,1555,1,0
TXN006146,19.67,1,4,jewelry,card_present,355.6,539.6,10.0,9.0,4,54,1,1
TXN006147,158.21,20,4,online,online,5.1,8.2,3.0,1.0,1,2081,0,0
TXN006148,128.15,9,3,grocery,card_present,4.3,8.2,2.0,0.0,0,487,0,0
TXN006149,96.38,9,6,clothing,contactless,1.5,21.3,1.0,1.0,0,1661,0,0
TXN006150,156.37,15,1,clothing,online,22.3,9.0,4.0,2.0,0,73,1,0
TXN006151,16.28,7,6,gas,contactless,45.5,21.7,3.0,2.0,0,2143,0,0
TXN006152,76.42,7,6,clothing,card_present,25.5,28.2,4.0,0.0,0,2054,0,0
TXN006153,47.38,11,5,online,card_present,14.6,13.5,2.0,0.0,0,2312,0,0
TXN006154,47.25,22,5,electronics,contactless,2.7,0.1,8.0,0.0,0,1310,1,0
TXN006155,346.09,11,4,clothing,card_present,34.0,5.2,1.0,0.0,0,2242,0,0
TXN006156,407.57,14,5,electronics,contactless,10.7,13.2,4.0,1.0,0,3170,1,0
TXN006157,2319.43,1,6,online,card_present,36.2,461.7,2.0,5.0,3,34,1,1
TXN006158,35.38,6,3,electronics,online,18.2,5.6,1.0,0.0,0,900,0,0
TXN006159,53.6,20,1,online,online,17.9,18.4,5.0,1.0,0,1095,0,0
TXN006160,2787.09,0,5,electronics,online,311.8,16.3,13.0,7.0,1,35,1,1
TXN006161,61.0,16,1,online,online,31.1,7.7,0.0,1.0,0,1500,0,0
TXN006162,59.81,19,3,travel,contactless,27.0,9.0,5.0,1.0,0,684,0,0
TXN006163,90.5,9,1,electronics,contactless,7.9,17.8,2.0,0.0,1,1362,0,0
TXN006164,25.49,17,6,electronics,contactless,0.3,11.2,2.0,1.0,0,869,0,0
TXN006165,62.91,19,1,travel,card_present,18.8,4.4,4.0,1.0,1,1938,0,0
TXN006166,94.28,13,3,restaurant,online,10.2,2.6,2.0,2.0,1,1500,0,0
TXN006167,17.79,15,0,clothing,online,11.4,0.5,4.0,1.0,0,1232,0,0
TXN006168,67.92,9,5,online,online,42.3,20.3,5.0,1.0,0,2422,0,0
TXN006169,538.83,1,4,electronics,online,303.4,567.1,7.0,2.0,3,42,1,1
TXN006170,180.29,15,6,restaurant,card_present,2.6,17.4,3.0,0.0,0,968,0,0
TXN006171,380.79,11,3,clothing,online,44.8,8.4,2.0,1.0,1,3111,0,0
TXN006172,51.86,7,0,electronics,card_present,5.7,0.9,7.0,2.0,0,1912,0,0
TXN006173,20.12,9,4,travel,card_present,15.4,4.1,2.0,2.0,0,2182,0,0
TXN006174,20.83,6,4,gas,card_present,25.0,4.6,3.0,0.0,0,2434,0,0
TXN006175,65.53,21,2,travel,card_present,25.2,3.6,2.0,1.0,0,1128,1,0
TXN006176,18.71,15,0,grocery,online,21.9,6.3,3.0,2.0,0,913,1,0
TXN006177,52.58,15,2,electronics,contactless,14.7,7.1,2.0,2.0,0,3310,0,0
TXN006178,92.94,7,0,gas,online,20.6,2.5,6.0,0.0,0,446,0,0
TXN006179,58.99,18,3,gas,online,2.0,10.3,3.0,1.0,1,1505,1,0
TXN006180,38.22,22,2,restaurant,card_present,51.9,7.0,0.0,1.0,0,1400,0,0
TXN006181,26.58,10,3,grocery,contactless,2.7,12.8,2.0,1.0,0,2319,0,0
TXN006182,603.9,13,6,travel,contactless,9.6,28.2,1.0,0.0,0,750,1,0
TXN006183,19.93,20,4,restaurant,card_present,1.4,20.5,3.0,2.0,0,1778,0,0
TXN006184,229.03,15,3,online,card_present,18.6,6.7,3.0,1.0,0,2520,0,0
TXN006185,58.19,12,2,online,online,21.3,0.0,2.0,1.0,0,1512,0,0
TXN006186,312.72,22,5,jewelry,online,70.9,359.3,11.0,8.0,1,34,0,1
TXN006187,13.77,17,3,travel,card_present,10.5,6.2,3.0,2.0,0,901,0,0
TXN006188,56.4,15,3,online,online,13.8,14.2,0.0,0.0,0,635,0,0
TXN006189,871.08,3,1,jewelry,card_present,463.7,639.9,9.0,2.0,1,38,1,1
TXN006190,34.46,6,6,gas,card_present,11.8,8.6,2.0,0.0,0,1113,0,0
TXN006191,17.92,21,5,gas,card_present,7.2,0.6,3.0,1.0,0,1227,0,0
TXN006192,96.6,19,3,electronics,card_present,30.8,19.7,0.0,2.0,0,1477,0,0
TXN006193,209.59,10,2,online,card_present,20.1,31.3,6.0,1.0,0,2715,0,0
TXN006194,23.51,8,4,electronics,card_present,14.8,12.9,2.0,3.0,1,2844,0,0
TXN006195,3.66,10,4,electronics,contactless,1.7,8.6,4.0,0.0,0,3427,0,0
TXN006196,19.26,11,3,travel,card_present,17.7,2.2,3.0,1.0,0,3491,0,0
TXN006197,59.88,18,6,online,card_present,13.1,6.7,1.0,4.0,0,3183,0,0
TXN006198,122.83,19,6,clothing,card_present,0.0,4.1,4.0,0.0,0,2294,0,0
TXN006199,7.55,9,5,online,contactless,1.6,14.2,3.0,1.0,0,3170,0,0
TXN006200,276.86,0,0,jewelry,online,328.4,508.7,11.0,4.0,2,4,0,1
TXN006201,77.12,20,6,electronics,online,14.6,1.3,3.0,0.0,1,3486,0,0
TXN006202,20.08,12,2,online,contactless,1.4,16.4,4.0,1.0,0,2177,0,0
TXN006203,12.26,17,1,grocery,card_present,6.7,7.9,2.0,1.0,1,300,1,0
TXN006204,80.07,11,2,travel,card_present,9.8,14.4,3.0,0.0,1,106,0,0
TXN006205,508.52,6,6,travel,contactless,29.6,14.8,2.0,1.0,1,1387,0,0
TXN006206,28.27,13,2,gas,card_present,5.4,20.9,6.0,0.0,0,2375,0,0
TXN006207,29.61,18,6,gas,card_present,26.1,20.5,4.0,0.0,0,3162,0,0
TXN006208,40.33,19,0,online,card_present,12.4,1.1,3.0,1.0,0,1210,0,0
TXN006209,19.79,22,0,restaurant,online,3.8,10.5,1.0,2.0,0,2480,1,0
TXN006210,73.08,13,4,grocery,online,10.8,3.7,5.0,1.0,0,1657,0,0
TXN006211,76.1,7,6,restaurant,online,27.4,20.0,4.0,0.0,0,358,0,0
TXN006212,55.08,18,6,gas,card_present,23.7,2.3,4.0,1.0,0,2831,1,0
TXN006213,84.48,11,6,gas,online,11.8,13.0,4.0,2.0,1,1248,0,0
TXN006214,101.02,15,6,gas,card_present,22.4,19.4,1.0,1.0,0,1937,0,0
TXN006215,116.63,9,6,online,contactless,15.0,2.7,3.0,0.0,1,1354,0,0
TXN006216,32.56,6,4,electronics,card_present,2.2,5.7,1.0,2.0,0,2609,0,0
TXN006217,167.62,9,3,gas,online,0.8,10.3,2.0,1.0,0,225,0,0
TXN006218,54.16,15,2,online,online,25.6,12.6,2.0,1.0,0,3084,0,0
TXN006219,71.8,14,4,electronics,online,3.2,2.3,4.0,1.0,0,2926,0,0
TXN006220,51.2,20,0,gas,card_present,23.1,4.4,6.0,1.0,0,1840,0,0
TXN006221,69.99,9,0,gas,card_present,30.2,0.5,2.0,0.0,0,491,0,0
TXN006222,67.61,20,3,online,card_present,17.5,9.6,1.0,1.0,0,3239,0,0
TXN006223,209.81,10,4,online,card_present,22.6,6.6,3.0,1.0,0,2533,1,0
TXN006224,4.54,8,6,travel,online,35.0,16.6,4.0,1.0,0,1217,0,0
TXN006225,76.15,10,6,grocery,contactless,20.1,0.2,3.0,0.0,0,624,0,0
TXN006226,70.72,22,2,online,card_present,39.5,13.1,1.0,0.0,0,979,0,0
TXN006227,61.0,13,4,gas,online,38.6,4.0,2.0,2.0,0,279,0,0
TXN006228,302.49,14,1,electronics,online,25.7,3.2,2.0,2.0,0,486,0,0
TXN006229,17.32,22,5,clothing,card_present,11.1,9.5,2.0,3.0,0,2638,0,0
TXN006230,44.01,8,0,clothing,contactless,8.2,9.6,3.0,3.0,0,1009,0,0
TXN006231,58.11,13,4,grocery,online,13.2,17.9,3.0,1.0,0,1154,0,0
TXN006232,34.72,16,3,clothing,card_present,20.0,18.7,2.0,2.0,0,1814,0,0
TXN006233,22.69,10,4,travel,online,7.3,4.3,3.0,1.0,0,3074,1,0
TXN006234,224.55,14,3,online,online,10.8,10.3,1.0,1.0,0,2982,0,0
TXN006235,109.16,21,1,online,card_present,6.0,0.8,3.0,2.0,0,368,0,0
TXN006236,63.93,13,2,clothing,card_present,0.8,5.6,2.0,0.0,0,1394,0,0
TXN006237,66.39,21,6,grocery,online,11.3,12.2,3.0,0.0,0,680,0,0
TXN006238,31.47,7,5,online,online,20.5,4.3,2.0,1.0,1,2899,0,0
TXN006239,116.79,20,1,restaurant,online,10.5,3.0,3.0,0.0,0,2152,0,0
TXN006240,128.32,13,0,electronics,online,5.7,26.4,2.0,0.0,0,3100,0,0
TXN006241,22.96,17,1,electronics,contactless,26.0,28.0,4.0,1.0,0,2665,0,0
TXN006242,31.21,12,0,clothing,online,27.4,9.8,2.0,0.0,0,2392,0,0
TXN006243,67.55,10,1,grocery,online,29.3,1.5,0.0,1.0,0,1612,0,0
TXN006244,87.86,8,1,clothing,online,27.2,16.1,4.0,1.0,0,2652,0,0
TXN006245,167.59,15,2,travel,card_present,18.5,2.5,3.0,0.0,0,1697,0,0
TXN006246,305.56,6,2,travel,contactless,40.3,8.6,1.0,1.0,0,1736,0,0
TXN006247,116.21,6,5,electronics,online,23.5,7.5,2.0,1.0,0,1075,0,0
TXN006248,27.28,18,5,restaurant,contactless,26.0,8.8,4.0,2.0,0,3125,0,0
TXN006249,79.62,21,0,restaurant,contactless,18.2,2.6,5.0,2.0,0,2446,0,0
TXN006250,440.7,22,4,travel,card_present,7.7,11.7,4.0,1.0,0,1675,0,0
TXN006251,175.95,15,5,restaurant,card_present,2.4,0.9,3.0,1.0,0,259,0,0
TXN006252,258.58,20,5,online,contactless,14.6,0.3,3.0,2.0,0,1587,1,0
TXN006253,125.61,21,4,electronics,card_present,1.2,4.7,2.0,0.0,0,472,1,0
TXN006254,17.21,14,2,restaurant,contactless,41.5,4.9,1.0,1.0,0,3477,0,0
TXN006255,14.11,8,4,grocery,card_present,12.6,3.2,2.0,1.0,0,3407,0,0
TXN006256,6.84,19,3,online,card_present,8.1,8.7,2.0,0.0,0,1913,0,0
TXN006257,64.92,15,6,gas,online,15.4,1.2,5.0,0.0,0,518,1,0
TXN006258,98.74,9,5,clothing,card_present,14.5,16.9,2.0,1.0,0,1720,0,0
TXN006259,12.14,9,5,restaurant,card_present,22.7,21.3,2.0,4.0,0,3167,0,0
TXN006260,30.64,20,2,gas,card_present,6.0,26.6,3.0,0.0,0,2410,0,0
TXN006261,245.53,7,0,gas,contactless,6.7,31.5,2.0,1.0,0,289,0,0
TXN006262,44.96,16,1,clothing,card_present,8.5,2.7,2.0,1.0,0,1471,0,0
TXN006263,154.04,14,5,online,online,8.0,5.9,2.0,0.0,1,486,0,0
TXN006264,72.74,22,2,restaurant,card_present,28.8,0.3,1.0,2.0,0,2704,0,0
TXN006265,131.77,22,2,restaurant,contactless,37.5,13.1,3.0,1.0,0,1135,0,0
TXN006266,53.52,20,6,travel,card_present,27.2,6.4,5.0,3.0,0,697,0,0
TXN006267,903.42,0,5,electronics,card_present,197.2,465.7,1.0,4.0,4,31,1,1
TXN006268,77.91,9,2,grocery,contactless,0.6,6.0,3.0,1.0,1,3073,1,0
TXN006269,130.69,20,6,travel,card_present,0.3,0.9,4.0,2.0,0,1812,0,0
TXN006270,21.58,22,0,restaurant,card_present,13.9,13.9,1.0,1.0,0,3577,0,0
TXN006271,45.54,20,6,restaurant,card_present,9.1,1.1,4.0,1.0,0,2634,0,0
TXN006272,126.55,21,1,gas,online,16.1,7.5,4.0,2.0,0,1124,1,0
TXN006273,125.41,9,1,grocery,card_present,9.3,8.0,2.0,0.0,0,1478,0,0
TXN006274,51.58,10,3,electronics,contactless,9.4,18.1,3.0,0.0,0,2965,0,0
TXN006275,26.19,21,6,gas,contactless,22.3,16.2,3.0,1.0,0,2109,0,0
TXN006276,85.5,11,6,restaurant,card_present,14.9,4.3,3.0,0.0,1,2922,0,0
TXN006277,129.38,14,0,online,online,35.1,8.0,3.0,0.0,0,1541,0,0
TXN006278,219.96,10,3,online,online,30.8,15.5,3.0,1.0,0,2291,1,0
TXN006279,20.0,19,4,clothing,online,7.3,14.4,2.0,1.0,0,1176,0,0
TXN006280,20.17,8,5,electronics,card_present,20.7,4.2,5.0,1.0,0,33,0,0
TXN006281,39.72,13,1,grocery,online,18.9,4.1,2.0,3.0,0,2516,0,0
TXN006282,40.5,19,5,gas,card_present,29.6,8.4,3.0,1.0,1,3301,0,0
TXN006283,53.87,6,5,clothing,card_present,25.2,2.0,1.0,1.0,0,371,0,0
TXN006284,369.3,16,1,gas,card_present,19.6,13.4,8.0,0.0,0,2193,0,0
TXN006285,29.78,19,3,clothing,online,3.6,20.7,2.0,1.0,0,1482,0,0
TXN006286,486.86,4,1,electronics,online,53.8,87.1,10.0,7.0,1,55,1,1
TXN006287,75.08,9,3,online,card_present,0.5,15.2,4.0,1.0,0,1958,1,0
TXN006288,76.15,15,1,electronics,contactless,22.6,5.6,3.0,0.0,0,2980,0,0
TXN006289,295.65,9,3,electronics,online,23.2,24.7,1.0,1.0,0,1296,0,0
TXN006290,27.72,12,2,electronics,card_present,26.1,8.8,3.0,0.0,0,649,1,0
TXN006291,36.13,20,3,online,online,14.5,15.2,6.0,1.0,0,3635,1,0
TXN006292,114.91,15,0,clothing,card_present,27.5,7.5,4.0,0.0,0,2918,1,0
TXN006293,15.65,19,5,clothing,card_present,14.0,1.9,2.0,1.0,1,747,0,0
TXN006294,478.69,23,5,jewelry,online,231.3,191.9,8.0,4.0,5,13,0,1
TXN006295,68.43,16,4,travel,online,6.3,15.6,5.0,2.0,0,1808,0,0
TXN006296,75.15,17,6,travel,contactless,2.5,5.2,1.0,1.0,1,2110,1,0
TXN006297,24.0,12,4,clothing,contactless,29.3,2.2,2.0,2.0,0,1732,0,0
TXN006298,103.53,7,4,gas,online,1.9,2.3,3.0,0.0,1,625,0,0
TXN006299,87.92,13,0,restaurant,contactless,8.6,0.0,1.0,0.0,0,1945,0,0
TXN006300,28.06,15,5,electronics,contactless,3.5,12.0,4.0,0.0,1,2974,0,0
TXN006301,59.47,7,6,electronics,online,7.5,20.0,5.0,1.0,1,1156,0,0
TXN006302,72.05,6,4,travel,online,4.6,14.7,1.0,0.0,0,1117,0,0
TXN006303,146.54,2,2,online,online,416.9,430.6,7.0,3.0,1,58,1,1
TXN006304,190.49,12,6,online,online,14.4,7.9,2.0,0.0,0,1388,0,0
TXN006305,24.63,15,3,grocery,card_present,22.2,2.4,5.0,2.0,0,2894,1,0
TXN006306,10.9,21,4,grocery,card_present,28.7,3.7,1.0,3.0,0,2125,0,0
TXN006307,274.45,21,6,travel,card_present,9.9,5.0,1.0,2.0,0,3012,1,0
TXN006308,17.31,17,4,restaurant,card_present,24.6,7.3,1.0,0.0,0,1992,1,0
TXN006309,84.92,6,1,grocery,online,35.6,3.9,2.0,1.0,0,2250,1,0
TXN006310,93.38,13,2,grocery,card_present,2.1,7.9,6.0,0.0,0,1646,0,0
TXN006311,150.56,8,3,grocery,card_present,28.9,1.0,4.0,1.0,0,713,0,0
TXN006312,73.03,12,5,electronics,card_present,13.0,1.7,3.0,2.0,0,2728,1,0
TXN006313,713.96,23,0,online,card_present,48.9,255.1,17.0,5.0,1,35,0,1
TXN006314,33.02,12,3,restaurant,card_present,28.6,5.5,5.0,0.0,1,2586,0,0
TXN006315,5.06,22,4,clothing,contactless,13.8,21.7,3.0,2.0,1,1411,1,0
TXN006316,89.45,10,1,online,card_present,19.4,5.0,1.0,1.0,0,2437,0,0
TXN006317,40.91,13,2,grocery,online,10.3,1.0,5.0,0.0,0,2485,0,0
TXN006318,22.31,14,4,electronics,card_present,28.5,21.9,6.0,0.0,1,3516,0,0
TXN006319,158.44,7,3,electronics,contactless,41.5,4.2,3.0,0.0,0,3500,0,0
TXN006320,11557.67,3,6,travel,online,172.6,213.2,8.0,8.0,2,7,0,1
TXN006321,13.36,22,3,electronics,card_present,10.4,20.2,4.0,2.0,0,477,0,0
TXN006322,37.05,21,5,online,card_present,8.9,7.3,2.0,1.0,0,438,0,0
TXN006323,134.07,17,3,grocery,card_present,9.7,7.1,1.0,0.0,0,1817,0,0
TXN006324,26.85,8,2,electronics,card_present,26.5,12.7,2.0,1.0,0,821,0,0
TXN006325,22.39,6,4,electronics,contactless,4.7,3.1,5.0,2.0,0,1735,1,0
TXN006326,71.44,19,4,online,online,31.2,1.9,2.0,2.0,0,874,0,0
TXN006327,1785.61,1,5,travel,online,15.6,348.2,11.0,5.0,2,23,1,1
TXN006328,33.92,14,2,grocery,card_present,1.1,13.3,2.0,0.0,0,2793,0,0
TXN006329,101.84,20,2,electronics,online,8.1,9.0,3.0,0.0,0,544,0,0
TXN006330,92.79,12,2,online,card_present,22.2,3.0,3.0,1.0,0,2404,0,0
TXN006331,79.55,18,4,restaurant,card_present,11.2,26.5,1.0,0.0,0,618,0,0
TXN006332,14.39,14,0,travel,online,15.8,19.5,1.0,1.0,0,2879,0,0
TXN006333,21.71,10,3,travel,online,2.4,11.0,3.0,0.0,0,1855,0,0
TXN006334,22.15,11,4,online,online,12.1,12.7,4.0,1.0,1,1796,0,0
TXN006335,8.51,21,6,travel,contactless,11.5,14.8,3.0,0.0,0,1572,0,0
TXN006336,785.96,6,3,grocery,card_present,5.9,10.5,5.0,4.0,0,3266,0,0
TXN006337,117.46,18,2,clothing,contactless,7.3,9.9,2.0,1.0,0,1040,0,0
TXN006338,147.44,5,4,electronics,online,287.5,180.2,4.0,5.0,3,7,1,1
TXN006339,70.67,17,2,grocery,card_present,16.9,9.8,2.0,0.0,0,483,0,0
TXN006340,744.87,4,3,electronics,online,432.5,328.8,4.0,6.0,4,4,1,1
TXN006341,20.03,17,6,clothing,card_present,16.0,3.1,7.0,2.0,0,153,0,0
TXN006342,154.54,16,3,restaurant,card_present,8.5,9.7,3.0,2.0,0,1276,0,0
TXN006343,16.05,17,5,travel,card_present,22.6,4.6,2.0,2.0,0,253,0,0
TXN006344,830.4,22,4,travel,card_present,11.4,6.3,2.0,2.0,0,1519,0,0
TXN006345,78.78,6,6,online,card_present,15.2,2.9,3.0,0.0,0,3588,0,0
TXN006346,19.1,18,4,clothing,online,7.6,3.4,3.0,3.0,0,3610,0,0
TXN006347,31.06,14,2,restaurant,online,6.3,0.3,4.0,0.0,0,963,0,0
TXN006348,44.2,17,6,gas,card_present,19.5,9.9,4.0,1.0,0,2785,0,0
TXN006349,59.26,21,6,gas,online,5.3,27.3,2.0,1.0,0,938,0,0
TXN006350,51.57,17,4,electronics,card_present,15.3,10.7,2.0,1.0,0,2467,0,0
TXN006351,107.54,22,0,grocery,online,8.0,4.1,5.0,1.0,0,160,0,0
TXN006352,27.53,19,4,gas,online,14.7,10.3,3.0,1.0,1,646,0,0
TXN006353,19.06,7,6,grocery,card_present,8.6,2.1,5.0,2.0,0,3547,0,0
TXN006354,29.29,7,1,travel,online,16.1,22.7,2.0,1.0,0,1589,1,0
TXN006355,53.54,21,6,gas,contactless,16.9,4.5,2.0,3.0,0,2005,0,0
TXN006356,10.14,22,0,grocery,contactless,6.4,1.8,1.0,2.0,0,3351,0,0
TXN006357,94.85,15,1,online,online,1.1,3.2,1.0,1.0,0,2304,0,0
TXN006358,100.31,15,2,online,card_present,4.4,10.0,2.0,0.0,0,1836,0,0
TXN006359,41.91,9,6,travel,online,15.1,1.9,5.0,1.0,0,759,0,0
TXN006360,67.58,13,1,electronics,card_present,6.3,15.6,4.0,2.0,0,433,1,0
TXN006361,32.07,16,2,clothing,card_present,7.7,10.8,4.0,0.0,0,3097,0,0
TXN006362,8.1,22,6,gas,card_present,2.2,3.4,3.0,0.0,1,3260,0,0
TXN006363,604.41,0,6,online,online,483.9,434.0,3.0,2.0,5,41,1,1
TXN006364,15.57,21,6,restaurant,card_present,41.8,9.4,2.0,1.0,1,1923,0,0
TXN006365,22.18,20,5,electronics,online,0.3,8.9,4.0,1.0,0,1696,1,0
TXN006366,271.6,17,5,electronics,contactless,12.0,5.7,4.0,1.0,0,1825,1,0
TXN006367,47.49,22,1,grocery,card_present,11.8,19.4,3.0,2.0,0,2755,0,0
TXN006368,16.46,22,4,online,contactless,8.9,4.4,2.0,3.0,0,2282,0,0
TXN006369,9.84,9,0,grocery,online,5.9,0.3,5.0,1.0,0,2534,0,0
TXN006370,34.6,20,3,grocery,card_present,2.9,20.7,2.0,0.0,0,513,0,0
TXN006371,16.05,6,3,online,card_present,5.5,2.9,3.0,3.0,1,2782,0,0
TXN006372,90.86,11,6,online,online,42.2,12.0,0.0,0.0,0,457,0,0
TXN006373,11.73,18,0,restaurant,card_present,9.8,24.7,3.0,0.0,1,3250,1,0
TXN006374,20.49,15,5,clothing,online,26.4,14.0,2.0,4.0,0,3454,0,0
TXN006375,69.13,14,6,clothing,contactless,9.2,3.5,3.0,2.0,0,1405,0,0
TXN006376,342.15,0,4,jewelry,online,169.6,164.2,8.0,5.0,2,39,1,1
TXN006377,133.61,10,0,restaurant,contactless,23.8,12.6,1.0,1.0,0,1439,0,0
TXN006378,112.93,22,3,gas,contactless,9.1,13.8,1.0,0.0,0,1015,0,0
TXN006379,71.88,18,4,grocery,card_present,6.3,7.3,5.0,2.0,0,3042,0,0
TXN006380,400.23,11,6,online,card_present,5.1,8.9,1.0,4.0,1,1378,0,0
TXN006381,348.66,8,2,travel,contactless,6.4,16.8,2.0,2.0,0,1895,0,0
TXN006382,103.92,20,6,restaurant,online,20.8,22.7,3.0,0.0,0,739,0,0
TXN006383,29.8,11,3,travel,card_present,22.3,28.9,3.0,0.0,1,3439,0,0
TXN006384,28.76,21,5,online,card_present,10.2,18.7,2.0,1.0,0,2795,0,0
TXN006385,465.11,17,2,clothing,card_present,4.1,0.1,5.0,1.0,0,2527,0,0
TXN006386,44.57,11,1,electronics,card_present,18.5,1.1,1.0,0.0,1,2008,0,0
TXN006387,86.56,22,3,restaurant,online,1.5,4.3,1.0,3.0,0,3072,0,0
TXN006388,9.21,12,3,grocery,card_present,1.1,8.7,1.0,1.0,0,1227,0,0
TXN006389,38.03,22,1,restaurant,card_present,18.0,11.1,4.0,0.0,1,2564,0,0
TXN006390,26.2,9,5,gas,card_present,10.7,13.2,5.0,1.0,0,3051,0,0
TXN006391,43.36,7,0,online,online,9.4,2.2,3.0,3.0,1,385,0,0
TXN006392,61.25,16,4,gas,card_present,36.2,9.1,0.0,0.0,1,1287,0,0
TXN006393,46.33,13,3,restaurant,card_present,20.2,16.9,2.0,0.0,0,2628,0,0
TXN006394,12.26,21,0,clothing,card_present,33.8,4.1,4.0,0.0,0,2875,0,0
TXN006395,57.97,10,0,grocery,card_present,32.1,1.0,3.0,1.0,0,453,1,0
TXN006396,18.12,6,4,travel,online,39.5,7.7,3.0,1.0,0,2286,0,0
TXN006397,128.1,21,2,travel,online,14.5,3.8,4.0,0.0,0,990,1,0
TXN006398,68.55,22,5,travel,card_present,23.6,4.0,3.0,0.0,0,315,0,0
TXN006399,13.63,18,4,restaurant,card_present,23.9,3.4,4.0,0.0,0,1619,1,0
TXN006400,278.43,20,3,electronics,contactless,20.8,35.3,0.0,1.0,0,1592,0,0
